Date,Time,Open,High,Low,Close,Volume
2020.03.05,6:00,1.11414,1.11432,1.11405,1.11406,283
2020.03.05,6:15,1.11405,1.11406,1.11387,1.1139,176
2020.03.05,6:30,1.11389,1.11394,1.11368,1.1138,351
2020.03.05,6:45,1.11381,1.11388,1.11371,1.11379,357
2020.03.05,7:00,1.1138,1.1138,1.11354,1.11363,274
2020.03.05,7:15,1.11364,1.11376,1.11362,1.11371,184
2020.03.05,7:30,1.11372,1.11387,1.11367,1.1138,209
2020.03.05,7:45,1.11379,1.11382,1.11364,1.11381,171
2020.03.05,8:00,1.1138,1.11397,1.11378,1.11393,244
2020.03.05,8:15,1.11394,1.11396,1.11354,1.11355,234
2020.03.05,8:30,1.11356,1.1136,1.11343,1.11346,303
2020.03.05,8:45,1.11345,1.11358,1.11336,1.11341,251
2020.03.05,9:00,1.11342,1.1138,1.11339,1.11367,548
2020.03.05,9:15,1.11368,1.11387,1.1136,1.11378,489
2020.03.05,9:30,1.11379,1.11383,1.11354,1.11354,463
2020.03.05,9:45,1.11353,1.11355,1.11309,1.11323,645
2020.03.05,10:00,1.11324,1.1139,1.11324,1.11378,1443
2020.03.05,10:15,1.11377,1.11391,1.11324,1.11377,1181
2020.03.05,10:30,1.11376,1.11388,1.11354,1.11378,1018
2020.03.05,10:45,1.11379,1.1138,1.11192,1.11228,1922
2020.03.05,11:00,1.11227,1.11324,1.11212,1.11318,3113
2020.03.05,11:15,1.11319,1.11344,1.11214,1.11236,2205
2020.03.05,11:30,1.11237,1.1134,1.11237,1.11336,2041
2020.03.05,11:45,1.11337,1.11397,1.11323,1.11368,2689
2020.03.05,12:00,1.11367,1.11387,1.11317,1.11381,2389
2020.03.05,12:15,1.11382,1.11592,1.11364,1.11568,2252
2020.03.05,12:30,1.11569,1.11672,1.11543,1.11661,2934
2020.03.05,12:45,1.11662,1.11737,1.11638,1.11729,2410
2020.03.05,13:00,1.11728,1.1177,1.1167,1.11744,2209
2020.03.05,13:15,1.11743,1.11744,1.11683,1.11712,1778
2020.03.05,13:30,1.11711,1.11771,1.11653,1.11666,2058
2020.03.05,13:45,1.11665,1.11714,1.11622,1.11696,2115
2020.03.05,14:00,1.11695,1.11696,1.11561,1.11599,3329
2020.03.05,14:15,1.11598,1.11694,1.11588,1.11684,1708
2020.03.05,14:30,1.11683,1.11821,1.11665,1.11789,2149
2020.03.05,14:45,1.11788,1.11833,1.11773,1.11827,2266
2020.03.05,15:00,1.11826,1.11937,1.11789,1.11937,2252
2020.03.05,15:15,1.11936,1.11992,1.11857,1.11864,3406
2020.03.05,15:30,1.11863,1.11997,1.11857,1.11978,2072
2020.03.05,15:45,1.11977,1.11981,1.11866,1.1188,2443
2020.03.05,16:00,1.11881,1.11947,1.11851,1.11863,2669
2020.03.05,16:15,1.11862,1.11964,1.11862,1.11949,3270
2020.03.05,16:30,1.11948,1.11982,1.1179,1.11805,3757
2020.03.05,16:45,1.11806,1.11893,1.11791,1.11863,2727
2020.03.05,17:00,1.11862,1.11904,1.11804,1.11857,2548
2020.03.05,17:15,1.11858,1.12008,1.11826,1.11981,2733
2020.03.05,17:30,1.11982,1.11985,1.11835,1.11845,3756
2020.03.05,17:45,1.11846,1.1192,1.11774,1.11903,3454
2020.03.05,18:00,1.11902,1.11967,1.11747,1.11757,4003
2020.03.05,18:15,1.11758,1.11831,1.11718,1.11771,3888
2020.03.05,18:30,1.1177,1.11818,1.11667,1.11751,4318
2020.03.05,18:45,1.11752,1.11909,1.11737,1.11875,5393
2020.03.05,19:00,1.11876,1.11927,1.11823,1.11897,4196
2020.03.05,19:15,1.11898,1.11937,1.11788,1.11864,2944
2020.03.05,19:30,1.11865,1.12045,1.11864,1.11967,2848
2020.03.05,19:45,1.11968,1.12042,1.11957,1.12013,2018
2020.03.05,20:00,1.12014,1.1206,1.11846,1.11892,2969
2020.03.05,20:15,1.11891,1.11955,1.11839,1.11926,2222
2020.03.05,20:30,1.11927,1.1207,1.1192,1.12055,2311
2020.03.05,20:45,1.12056,1.12161,1.12052,1.12136,3565
2020.03.05,21:00,1.12137,1.12164,1.12066,1.12132,2587
2020.03.05,21:15,1.12131,1.12175,1.1211,1.12143,1872
2020.03.05,21:30,1.12144,1.12153,1.12054,1.12073,1753
2020.03.05,21:45,1.12074,1.12079,1.11971,1.11992,1592
2020.03.05,22:00,1.11993,1.12034,1.11968,1.11971,1841
2020.03.05,22:15,1.11972,1.12035,1.1197,1.12001,1344
2020.03.05,22:30,1.12,1.12002,1.11915,1.11981,1551
2020.03.05,22:45,1.11982,1.1203,1.11958,1.12001,1211
2020.03.05,23:00,1.12,1.12037,1.11934,1.12026,1927
2020.03.05,23:15,1.12025,1.12192,1.12015,1.1219,2581
2020.03.05,23:30,1.12191,1.12294,1.12181,1.12257,2477
2020.03.05,23:45,1.12256,1.12285,1.12229,1.12277,2181
2020.03.06,0:00,1.12278,1.1235,1.12244,1.12346,1414
2020.03.06,0:15,1.12348,1.12364,1.12294,1.12364,1097
2020.03.06,0:30,1.12363,1.12446,1.12336,1.12425,961
2020.03.06,0:45,1.12424,1.12439,1.12349,1.12369,1297
2020.03.06,1:00,1.12371,1.1239,1.12304,1.1234,330
2020.03.06,1:15,1.12341,1.12359,1.1228,1.1228,211
2020.03.06,1:30,1.12284,1.1233,1.12273,1.12293,841
2020.03.06,1:45,1.12292,1.12335,1.12289,1.12301,2353
2020.03.06,2:00,1.12303,1.12373,1.12272,1.12275,2282
2020.03.06,2:15,1.12276,1.12283,1.12256,1.12268,573
2020.03.06,2:30,1.12269,1.1227,1.12245,1.12268,381
2020.03.06,2:45,1.12267,1.12294,1.12219,1.12222,659
2020.03.06,3:00,1.12223,1.12239,1.12189,1.12213,904
2020.03.06,3:15,1.12212,1.12215,1.12129,1.12171,1061
2020.03.06,3:30,1.12172,1.12277,1.1217,1.12256,1420
2020.03.06,3:45,1.12255,1.12257,1.1211,1.12198,1578
2020.03.06,4:00,1.12197,1.12236,1.12182,1.12202,892
2020.03.06,4:15,1.12203,1.12306,1.1219,1.12305,1037
2020.03.06,4:30,1.12304,1.1231,1.1225,1.12276,669
2020.03.06,4:45,1.12275,1.12458,1.1226,1.12451,1730
2020.03.06,5:00,1.12452,1.12482,1.12407,1.12442,2310
2020.03.06,5:15,1.12443,1.1246,1.1236,1.12381,1367
2020.03.06,5:30,1.1238,1.12383,1.1234,1.12353,924
2020.03.06,5:45,1.12352,1.12357,1.123,1.12316,908
2020.03.06,6:00,1.12315,1.1233,1.12289,1.12315,895
2020.03.06,6:15,1.12314,1.12334,1.12292,1.1231,866
2020.03.06,6:30,1.12309,1.12319,1.12257,1.12282,1036
2020.03.06,6:45,1.12283,1.12339,1.12283,1.12333,885
2020.03.06,7:00,1.12332,1.12386,1.12327,1.12352,962
2020.03.06,7:15,1.12353,1.12361,1.12317,1.12347,737
2020.03.06,7:30,1.12346,1.12347,1.12295,1.12306,686
2020.03.06,7:45,1.12305,1.12332,1.12302,1.12304,474
2020.03.06,8:00,1.12303,1.12343,1.12295,1.12339,457
2020.03.06,8:15,1.12338,1.1236,1.12317,1.1236,375
2020.03.06,8:30,1.12359,1.12361,1.12334,1.12349,423
2020.03.06,8:45,1.12348,1.12354,1.12277,1.12279,1060
2020.03.06,9:00,1.1228,1.12367,1.12255,1.12267,1517
2020.03.06,9:15,1.12268,1.12284,1.12244,1.12252,962
2020.03.06,9:30,1.12251,1.12295,1.12186,1.12224,1864
2020.03.06,9:45,1.12225,1.123,1.12218,1.12277,1631
2020.03.06,10:00,1.12276,1.12323,1.12232,1.12283,3317
2020.03.06,10:15,1.12282,1.12286,1.12243,1.12268,2464
2020.03.06,10:30,1.12269,1.12343,1.12267,1.12291,2201
2020.03.06,10:45,1.12292,1.12374,1.12276,1.12339,1583
2020.03.06,11:00,1.1234,1.12458,1.12286,1.12384,4805
2020.03.06,11:15,1.12383,1.12548,1.1234,1.12535,4028
2020.03.06,11:30,1.12534,1.12769,1.12516,1.12684,6709
2020.03.06,11:45,1.12685,1.12781,1.12663,1.12719,4513
2020.03.06,12:00,1.1272,1.12778,1.12677,1.127,3617
2020.03.06,12:15,1.12699,1.12753,1.12697,1.1273,3113
2020.03.06,12:30,1.12731,1.12895,1.12708,1.12894,4095
2020.03.06,12:45,1.12893,1.12952,1.12827,1.12935,5591
2020.03.06,13:00,1.12934,1.13085,1.12925,1.12977,6683
2020.03.06,13:15,1.12976,1.13234,1.1294,1.13227,7835
2020.03.06,13:30,1.13226,1.13238,1.1303,1.13052,8105
2020.03.06,13:45,1.13051,1.13192,1.12972,1.13162,7009
2020.03.06,14:00,1.13163,1.13296,1.13112,1.13288,6223
2020.03.06,14:15,1.13287,1.1337,1.13166,1.13287,7820
2020.03.06,14:30,1.13286,1.13403,1.13269,1.13373,4586
2020.03.06,14:45,1.13372,1.13382,1.13255,1.1332,4126
2020.03.06,15:00,1.13319,1.13319,1.13176,1.13186,3411
2020.03.06,15:15,1.13185,1.1321,1.13063,1.13208,3335
2020.03.06,15:30,1.13209,1.13242,1.13048,1.13154,3572
2020.03.06,15:45,1.13155,1.13211,1.13071,1.13159,4680
2020.03.06,16:00,1.13158,1.13357,1.13111,1.13353,4146
