Date,Time,Open,High,Low,Close,Volume
2013.07.26,0:00,1.3276,1.32963,1.32523,1.32773,71066
2013.07.29,0:00,1.32843,1.32948,1.32388,1.32614,65128
2013.07.30,0:00,1.32612,1.33013,1.32342,1.32615,68909
2013.07.31,0:00,1.32614,1.33443,1.3209,1.33025,95261
2013.08.01,0:00,1.33018,1.33103,1.31939,1.32057,82503
2013.08.02,0:00,1.32056,1.32934,1.31873,1.32763,79113
2013.08.05,0:00,1.32768,1.32998,1.32323,1.32574,63256
2013.08.06,0:00,1.32578,1.33225,1.32456,1.33039,64356
2013.08.07,0:00,1.33039,1.33448,1.32653,1.33363,78051
2013.08.08,0:00,1.33364,1.33998,1.33275,1.33801,72429
2013.08.09,0:00,1.33806,1.33899,1.33323,1.33399,53488
2013.08.12,0:00,1.3318,1.33433,1.32769,1.32994,52749
2013.08.13,0:00,1.32985,1.33166,1.3233,1.32617,71788
2013.08.14,0:00,1.32621,1.32798,1.32384,1.32544,62149
2013.08.15,0:00,1.32544,1.33621,1.32053,1.33463,84271
2013.08.16,0:00,1.33463,1.33794,1.33103,1.33274,65184
2013.08.19,0:00,1.33299,1.33739,1.33149,1.3334,58567
2013.08.20,0:00,1.33341,1.34514,1.3323,1.34162,74125
2013.08.21,0:00,1.34161,1.34265,1.33349,1.33545,74534
2013.08.22,0:00,1.33537,1.33725,1.32977,1.33551,71216
2013.08.23,0:00,1.33547,1.34091,1.33327,1.338,63480
2013.08.26,0:00,1.33827,1.33939,1.33563,1.33674,38156
2013.08.27,0:00,1.3367,1.33981,1.33232,1.33914,65635
2013.08.28,0:00,1.33913,1.3397,1.33046,1.33386,64787
2013.08.29,0:00,1.33389,1.33424,1.32188,1.32401,68061
2013.08.30,0:00,1.32402,1.32543,1.31731,1.32197,65603
2013.09.02,0:00,1.32101,1.32265,1.31834,1.31908,45620
2013.09.03,0:00,1.31915,1.31963,1.31379,1.31695,61237
2013.09.04,0:00,1.31703,1.32172,1.31565,1.32063,55609
2013.09.05,0:00,1.32062,1.32224,1.31099,1.31194,69505
2013.09.06,0:00,1.31193,1.31889,1.31042,1.31765,58049
2013.09.09,0:00,1.31601,1.32804,1.31601,1.32544,52878
2013.09.10,0:00,1.32538,1.32753,1.32299,1.32674,55438
2013.09.11,0:00,1.32677,1.33237,1.32435,1.33098,58878
2013.09.12,0:00,1.33097,1.33241,1.3256,1.32979,59181
2013.09.13,0:00,1.32983,1.33209,1.32534,1.32918,58124
2013.09.16,0:00,1.3351,1.3385,1.33296,1.33329,56111
2013.09.17,0:00,1.33328,1.33688,1.33248,1.33579,48972
2013.09.18,0:00,1.33575,1.35411,1.33376,1.35211,74825
2013.09.19,0:00,1.35212,1.3568,1.35006,1.35289,79521
2013.09.20,0:00,1.35291,1.35481,1.34978,1.35234,58638
2013.09.23,0:00,1.35455,1.35467,1.34793,1.34919,58466
2013.09.24,0:00,1.34917,1.35186,1.34644,1.3473,52333
2013.09.25,0:00,1.34729,1.3537,1.34617,1.35255,47624
2013.09.26,0:00,1.35256,1.35307,1.3472,1.34879,48497
2013.09.27,0:00,1.34879,1.35641,1.3474,1.35212,49712
2013.09.30,0:00,1.34897,1.35559,1.34761,1.35258,54985
2013.10.01,0:00,1.35257,1.35879,1.35166,1.35253,66971
2013.10.02,0:00,1.35253,1.36069,1.35047,1.35783,65965
2013.10.03,0:00,1.35788,1.3646,1.35774,1.36178,64880
2013.10.04,0:00,1.36179,1.36315,1.35384,1.35567,53836
2013.10.07,0:00,1.35634,1.3591,1.35425,1.35804,43910
2013.10.08,0:00,1.35804,1.36069,1.35572,1.35725,48545
2013.10.09,0:00,1.35725,1.36042,1.34855,1.35234,64430
2013.10.10,0:00,1.35234,1.35458,1.34874,1.35197,55100
2013.10.11,0:00,1.35197,1.35813,1.35177,1.35408,51098
2013.10.14,0:00,1.35591,1.35976,1.35452,1.35604,34988
2013.10.15,0:00,1.35603,1.35708,1.34793,1.35227,63496
2013.10.16,0:00,1.35232,1.35673,1.34729,1.35337,65537
2013.10.17,0:00,1.35337,1.36815,1.35154,1.36747,74017
2013.10.18,0:00,1.36747,1.37037,1.36593,1.36846,51892
2013.10.21,0:00,1.3683,1.36883,1.36509,1.36797,40131
2013.10.22,0:00,1.36795,1.37917,1.3662,1.37803,53797
2013.10.23,0:00,1.37803,1.37927,1.37412,1.37751,60368
2013.10.24,0:00,1.37752,1.38249,1.37644,1.38005,63007
2013.10.25,0:00,1.38006,1.38321,1.37744,1.3801,60324
2013.10.28,0:00,1.38092,1.38174,1.37749,1.37857,45344
2013.10.29,0:00,1.37857,1.38131,1.37363,1.37455,68810
2013.10.30,0:00,1.37457,1.3785,1.36956,1.37363,67027
2013.10.31,0:00,1.37366,1.37383,1.35751,1.35878,77771
2013.11.01,0:00,1.35881,1.35891,1.34799,1.3485,68079
2013.11.04,0:00,1.34862,1.35241,1.34418,1.35136,49512
2013.11.05,0:00,1.35137,1.35221,1.3449,1.34737,57576
2013.11.06,0:00,1.34739,1.35472,1.34675,1.3512,54000
2013.11.07,0:00,1.35133,1.35286,1.32954,1.34185,89853
2013.11.08,0:00,1.34186,1.34376,1.33176,1.33657,75086
2013.11.11,0:00,1.33556,1.3416,1.33444,1.34056,43958
2013.11.12,0:00,1.34054,1.34559,1.3359,1.34348,68996
2013.11.13,0:00,1.34345,1.34953,1.33898,1.3486,68726
2013.11.14,0:00,1.34839,1.3497,1.34183,1.34596,69854
2013.11.15,0:00,1.34597,1.3505,1.34323,1.34946,52166
2013.11.18,0:00,1.34948,1.35415,1.34743,1.35054,52040
2013.11.19,0:00,1.35054,1.35469,1.34877,1.35381,62574
2013.11.20,0:00,1.3538,1.3579,1.34152,1.34378,77718
2013.11.21,0:00,1.34386,1.3486,1.33991,1.34808,73871
2013.11.22,0:00,1.34823,1.35568,1.3462,1.35556,53362
2013.11.25,0:00,1.35487,1.35597,1.349,1.35159,53138
2013.11.26,0:00,1.35164,1.35746,1.35149,1.35718,59518
2013.11.27,0:00,1.35716,1.36124,1.35575,1.35786,64094
2013.11.28,0:00,1.35785,1.36181,1.35634,1.3605,45840
2013.11.29,0:00,1.36048,1.36213,1.35799,1.35899,61308
2013.12.02,0:00,1.35856,1.36155,1.35259,1.35412,63542
2013.12.03,0:00,1.35409,1.36134,1.35242,1.3588,62375
2013.12.04,0:00,1.35877,1.36051,1.35281,1.35926,74039
2013.12.05,0:00,1.35925,1.3677,1.35429,1.36655,88898
2013.12.06,0:00,1.36654,1.3706,1.36196,1.37042,70936
2013.12.09,0:00,1.3713,1.37456,1.36941,1.3738,48993
2013.12.10,0:00,1.3738,1.37946,1.3734,1.37603,56277
2013.12.11,0:00,1.37602,1.38104,1.37404,1.37853,58201
2013.12.12,0:00,1.37852,1.38033,1.37376,1.37524,71922
2013.12.13,0:00,1.37523,1.37691,1.37092,1.37405,60081
2013.12.16,0:00,1.37276,1.37984,1.37276,1.37598,56481
2013.12.17,0:00,1.376,1.37821,1.3723,1.37673,56631
2013.12.18,0:00,1.37671,1.38111,1.36744,1.3683,84865
2013.12.19,0:00,1.36826,1.36938,1.36491,1.36605,76476
2013.12.20,0:00,1.36611,1.37091,1.36251,1.36712,75526
2013.12.23,0:00,1.36715,1.37164,1.36665,1.36951,46452
2013.12.24,0:00,1.36959,1.37131,1.36547,1.3675,29749
2013.12.26,0:00,1.36785,1.37017,1.36616,1.36903,29411
2013.12.27,0:00,1.369,1.38929,1.36871,1.37473,64821
2013.12.30,0:00,1.37543,1.38189,1.3728,1.38024,54460
2013.12.31,0:00,1.38012,1.38123,1.37595,1.37771,37070
2014.01.02,0:00,1.37493,1.37748,1.36293,1.36713,86435
2014.01.03,0:00,1.36688,1.36722,1.35821,1.35875,66705
2014.01.06,0:00,1.35931,1.36528,1.35711,1.36277,68116
2014.01.07,0:00,1.36279,1.3656,1.35966,1.36149,68796
2014.01.08,0:00,1.36151,1.36349,1.35533,1.35753,77719
2014.01.09,0:00,1.35742,1.36328,1.35481,1.36081,81043
2014.01.10,0:00,1.3608,1.36869,1.35704,1.36688,74126
2014.01.13,0:00,1.3678,1.36844,1.36372,1.36706,66715
2014.01.14,0:00,1.36696,1.36991,1.36488,1.36784,66235
2014.01.15,0:00,1.36783,1.36814,1.35812,1.36044,67425
2014.01.16,0:00,1.36043,1.36493,1.35828,1.36192,69636
2014.01.17,0:00,1.36192,1.36207,1.35169,1.35395,63636
2014.01.20,0:00,1.35364,1.35676,1.35073,1.3551,47993
2014.01.21,0:00,1.3553,1.35685,1.35161,1.35601,64310
2014.01.22,0:00,1.356,1.35833,1.35344,1.35468,60810
2014.01.23,0:00,1.35467,1.36981,1.35302,1.36957,90296
2014.01.24,0:00,1.36958,1.37392,1.36623,1.36751,87581
2014.01.27,0:00,1.36772,1.37163,1.36528,1.36726,75951
2014.01.28,0:00,1.36724,1.36881,1.36289,1.36701,64315
2014.01.29,0:00,1.3669,1.36845,1.36028,1.36617,91804
2014.01.30,0:00,1.36609,1.36651,1.35433,1.35542,84505
2014.01.31,0:00,1.35543,1.35731,1.34789,1.34843,91898
2014.02.03,0:00,1.34832,1.35352,1.34768,1.35246,79715
2014.02.04,0:00,1.35246,1.35382,1.34932,1.35178,70187
2014.02.05,0:00,1.35179,1.35553,1.34984,1.35323,72602
2014.02.06,0:00,1.35321,1.36185,1.34835,1.35893,75862
2014.02.07,0:00,1.35891,1.36428,1.35516,1.36329,68766
2014.02.10,0:00,1.36159,1.36513,1.36151,1.36451,48115
2014.02.11,0:00,1.3645,1.36826,1.36291,1.3637,62200
2014.02.12,0:00,1.36371,1.36511,1.3562,1.35926,63466
2014.02.13,0:00,1.35921,1.36917,1.3585,1.36793,66121
2014.02.14,0:00,1.36792,1.37145,1.36733,1.36903,53227
2014.02.17,0:00,1.37085,1.37238,1.36917,1.37061,39367
2014.02.18,0:00,1.37063,1.37698,1.36943,1.37578,56501
2014.02.19,0:00,1.37577,1.37728,1.37241,1.37324,48520
2014.02.20,0:00,1.37324,1.37622,1.3686,1.37178,62006
2014.02.21,0:00,1.37174,1.37582,1.37018,1.37315,47740
2014.02.24,0:00,1.37324,1.37707,1.37081,1.37341,45571
2014.02.25,0:00,1.37341,1.37669,1.37151,1.37442,50172
2014.02.26,0:00,1.37441,1.37569,1.36615,1.36859,57686
2014.02.27,0:00,1.36858,1.37264,1.36429,1.37093,58091
2014.02.28,0:00,1.37089,1.38244,1.36936,1.38005,70757
2014.03.03,0:00,1.37587,1.37923,1.3726,1.37339,58151
2014.03.04,0:00,1.37344,1.37813,1.37206,1.37423,53710
2014.03.05,0:00,1.37422,1.37486,1.37072,1.37322,51799
2014.03.06,0:00,1.37321,1.38724,1.3721,1.38604,67546
2014.03.07,0:00,1.38604,1.3915,1.38521,1.38742,58474
2014.03.10,0:00,1.38709,1.38975,1.38612,1.38775,41138
2014.03.11,0:00,1.38776,1.38783,1.38336,1.38583,44348
2014.03.12,0:00,1.38582,1.39141,1.38431,1.39018,44761
2014.03.13,0:00,1.39021,1.39665,1.38453,1.38718,67274
2014.03.14,0:00,1.38716,1.39371,1.38473,1.39074,59313
2014.03.17,0:00,1.3913,1.39474,1.3879,1.39204,45273
2014.03.18,0:00,1.39205,1.39424,1.38796,1.39334,52628
2014.03.19,0:00,1.39334,1.39337,1.38094,1.38162,59142
2014.03.20,0:00,1.38163,1.38445,1.3749,1.37799,59802
2014.03.21,0:00,1.37801,1.38106,1.37654,1.37861,43986
2014.03.24,0:00,1.38008,1.38756,1.37601,1.38378,49019
2014.03.25,0:00,1.38378,1.38467,1.37489,1.38257,63245
2014.03.26,0:00,1.38255,1.38273,1.37763,1.37847,52192
2014.03.27,0:00,1.37846,1.37968,1.37286,1.37406,59032
2014.03.28,0:00,1.37407,1.37729,1.37048,1.37476,50544
2014.03.31,0:00,1.37622,1.38084,1.37213,1.37682,56878
2014.04.01,0:00,1.37682,1.38151,1.37682,1.37928,45948
2014.04.02,0:00,1.37928,1.382,1.37531,1.37667,43281
2014.04.03,0:00,1.37667,1.38059,1.3698,1.37193,59933
2014.04.04,0:00,1.37194,1.3731,1.36725,1.36943,56184
2014.04.07,0:00,1.36959,1.37483,1.36955,1.37412,35928
2014.04.08,0:00,1.37409,1.38113,1.37372,1.37966,50925
2014.04.09,0:00,1.37965,1.38616,1.37797,1.38545,50980
2014.04.10,0:00,1.38544,1.38988,1.38358,1.38855,52177
2014.04.11,0:00,1.38857,1.39054,1.38633,1.38832,45706
2014.04.14,0:00,1.3845,1.38628,1.38079,1.38205,49061
2014.04.15,0:00,1.38199,1.3833,1.37899,1.3814,47078
2014.04.16,0:00,1.3814,1.38508,1.38035,1.38149,46001
2014.04.17,0:00,1.38149,1.38643,1.38111,1.3813,41977
2014.04.18,0:00,1.38129,1.3822,1.38041,1.38041,15301
2014.04.21,0:00,1.38131,1.38302,1.3787,1.37924,19442
2014.04.22,0:00,1.37925,1.38244,1.37849,1.38048,35210
2014.04.23,0:00,1.3805,1.38546,1.38001,1.38162,44731
2014.04.24,0:00,1.3816,1.38427,1.37912,1.3831,45047
2014.04.25,0:00,1.38309,1.38479,1.38266,1.38328,33814
2014.04.28,0:00,1.38393,1.38791,1.38145,1.38504,44262
2014.04.29,0:00,1.38498,1.3879,1.38054,1.38111,45221
2014.04.30,0:00,1.38109,1.38763,1.37744,1.38663,58395
2014.05.01,0:00,1.38662,1.3889,1.38626,1.38689,26727
2014.05.02,0:00,1.38688,1.38809,1.3812,1.38677,46631
2014.05.05,0:00,1.38832,1.38857,1.38643,1.38745,29551
2014.05.06,0:00,1.38744,1.39512,1.3872,1.3927,47385
2014.05.07,0:00,1.3927,1.39383,1.39097,1.39097,46869
2014.05.08,0:00,1.391,1.39931,1.38331,1.38395,69615
2014.05.09,0:00,1.38394,1.38442,1.37456,1.37573,51600
2014.05.12,0:00,1.37543,1.37746,1.37491,1.37565,43836
2014.05.13,0:00,1.37567,1.37712,1.36889,1.37029,71777
2014.05.14,0:00,1.37022,1.37307,1.36976,1.37143,58396
2014.05.15,0:00,1.37143,1.37321,1.3648,1.37089,80685
2014.05.16,0:00,1.37088,1.37265,1.36851,1.36927,51184
2014.05.19,0:00,1.36913,1.37339,1.36913,1.37082,50553
2014.05.20,0:00,1.37081,1.37136,1.36777,1.37009,51432
2014.05.21,0:00,1.37004,1.3723,1.36343,1.36862,67954
2014.05.22,0:00,1.36857,1.36876,1.3645,1.36551,61308
2014.05.23,0:00,1.36554,1.36586,1.36154,1.3627,56211
2014.05.26,0:00,1.36203,1.36542,1.36146,1.36451,37067
2014.05.27,0:00,1.36449,1.36683,1.36124,1.36341,60227
2014.05.28,0:00,1.36345,1.36375,1.35883,1.35902,59356
2014.05.29,0:00,1.359,1.36253,1.3586,1.36013,57619
2014.05.30,0:00,1.36012,1.36498,1.35982,1.3633,58172
2014.06.02,0:00,1.36359,1.36359,1.35878,1.35961,56137
2014.06.03,0:00,1.35964,1.36475,1.3586,1.36269,56907
2014.06.04,0:00,1.36274,1.36387,1.35963,1.35978,64366
2014.06.05,0:00,1.35976,1.36696,1.35027,1.36593,107468
2014.06.06,0:00,1.36592,1.36767,1.36208,1.36417,70706
2014.06.09,0:00,1.36418,1.36686,1.35824,1.35931,47681
2014.06.10,0:00,1.35927,1.36015,1.35332,1.35469,61243
2014.06.11,0:00,1.35463,1.35568,1.35214,1.35307,59228
2014.06.12,0:00,1.353,1.35718,1.3512,1.35516,70702
2014.06.13,0:00,1.35515,1.35787,1.35206,1.35363,61722
2014.06.16,0:00,1.35393,1.35792,1.35127,1.35728,53221
2014.06.17,0:00,1.35728,1.35868,1.35361,1.35464,49631
2014.06.18,0:00,1.35463,1.35991,1.35415,1.35948,60483
2014.06.19,0:00,1.35948,1.36432,1.35839,1.36076,59515
2014.06.20,0:00,1.36069,1.36337,1.35642,1.35979,47304
2014.06.23,0:00,1.35877,1.36131,1.35739,1.36039,60025
2014.06.24,0:00,1.36039,1.36274,1.35832,1.36058,56237
2014.06.25,0:00,1.36054,1.36506,1.35998,1.36282,19269
2014.06.26,0:00,1.36281,1.36411,1.35757,1.36108,50660
2014.06.27,0:00,1.36105,1.36503,1.36088,1.36483,50489
2014.06.30,0:00,1.36423,1.36974,1.36401,1.36918,51385
2014.07.01,0:00,1.36918,1.37001,1.36754,1.36784,47048
2014.07.02,0:00,1.36784,1.36822,1.36414,1.36589,42480
2014.07.03,0:00,1.36583,1.36641,1.3596,1.36095,56138
2014.07.04,0:00,1.36094,1.36112,1.35854,1.3594,27182
2014.07.07,0:00,1.35937,1.36088,1.35757,1.36041,36946
2014.07.08,0:00,1.36039,1.3617,1.35879,1.36118,40430
2014.07.09,0:00,1.36116,1.36481,1.3602,1.36405,55389
2014.07.10,0:00,1.36404,1.36504,1.35889,1.36082,54443
2014.07.11,0:00,1.36081,1.36247,1.35917,1.36052,44895
2014.07.14,0:00,1.36013,1.36399,1.35972,1.36181,42235
2014.07.15,0:00,1.36182,1.36279,1.35616,1.35678,65872
2014.07.16,0:00,1.35678,1.35734,1.35206,1.35245,51475
2014.07.17,0:00,1.35244,1.35398,1.35163,1.3526,53853
2014.07.18,0:00,1.35256,1.3536,1.34907,1.35211,58765
2014.07.21,0:00,1.35263,1.35488,1.35127,1.35225,42251
2014.07.22,0:00,1.35222,1.35295,1.34586,1.34645,64818
2014.07.23,0:00,1.34642,1.34739,1.34548,1.34629,48210
2014.07.24,0:00,1.34621,1.34847,1.34378,1.34628,57832
2014.07.25,0:00,1.34624,1.34754,1.34211,1.34295,54620
2014.07.28,0:00,1.34296,1.34436,1.34266,1.34385,35213
2014.07.29,0:00,1.34379,1.34443,1.3404,1.3408,49254
2014.07.30,0:00,1.34079,1.34151,1.33667,1.3396,96720
2014.07.31,0:00,1.33959,1.34003,1.33713,1.33898,59790
2014.08.01,0:00,1.33898,1.34445,1.33783,1.34232,70744
2014.08.04,0:00,1.34294,1.34327,1.34092,1.34213,38775
2014.08.05,0:00,1.34211,1.34245,1.33581,1.33757,56618
2014.08.06,0:00,1.33758,1.33866,1.33328,1.33821,74337
2014.08.07,0:00,1.33822,1.33936,1.33369,1.33628,75570
2014.08.08,0:00,1.33625,1.34325,1.33433,1.34074,80386
2014.08.11,0:00,1.34091,1.34105,1.33803,1.33844,42290
2014.08.12,0:00,1.33843,1.33859,1.33358,1.33688,52872
2014.08.13,0:00,1.33687,1.3415,1.3342,1.3364,63106
2014.08.14,0:00,1.3364,1.34076,1.33483,1.33644,61919
2014.08.15,0:00,1.33642,1.34116,1.33585,1.33987,65660
2014.08.18,0:00,1.33892,1.3399,1.33527,1.3363,45658
2014.08.19,0:00,1.33629,1.33638,1.3313,1.33195,59857
2014.08.20,0:00,1.33195,1.33241,1.32551,1.32591,73548
2014.08.21,0:00,1.32587,1.32884,1.32418,1.32807,64806
2014.08.22,0:00,1.32807,1.32964,1.32205,1.32375,71494
2014.08.25,0:00,1.31929,1.32106,1.31837,1.31915,51318
2014.08.26,0:00,1.31914,1.32145,1.31644,1.31672,67033
2014.08.27,0:00,1.31676,1.32096,1.31524,1.31925,72666
2014.08.28,0:00,1.31925,1.32206,1.31596,1.31813,74058
2014.08.29,0:00,1.31811,1.3196,1.31316,1.31317,68193
2014.09.01,0:00,1.31262,1.31453,1.31189,1.3128,40116
2014.09.02,0:00,1.31279,1.31365,1.311,1.31329,66848
2014.09.03,0:00,1.31329,1.31598,1.3122,1.31499,74237
2014.09.04,0:00,1.31498,1.31538,1.29199,1.29434,106862
2014.09.05,0:00,1.29435,1.29879,1.29217,1.295,91312
2014.09.08,0:00,1.29526,1.29588,1.28815,1.28944,83981
2014.09.09,0:00,1.28933,1.29571,1.28592,1.29372,101207
2014.09.10,0:00,1.29381,1.29626,1.28835,1.29166,109233
2014.09.11,0:00,1.29167,1.29516,1.28969,1.29231,95194
2014.09.12,0:00,1.29228,1.29791,1.29085,1.29616,96122
2014.09.15,0:00,1.29712,1.29712,1.29084,1.29396,67068
2014.09.16,0:00,1.29401,1.29948,1.29221,1.29592,135534
2014.09.17,0:00,1.2961,1.29812,1.28518,1.28647,108677
2014.09.18,0:00,1.28648,1.29302,1.28344,1.29224,103282
2014.09.19,0:00,1.29227,1.29287,1.28271,1.28281,110129
2014.09.22,0:00,1.283,1.28675,1.2816,1.28492,79012
2014.09.23,0:00,1.28493,1.2901,1.28424,1.28462,86194
2014.09.24,0:00,1.28462,1.28636,1.2774,1.278,90469
2014.09.25,0:00,1.27799,1.27831,1.26967,1.27502,116917
2014.09.26,0:00,1.27503,1.27605,1.26767,1.26833,100580
2014.09.29,0:00,1.26815,1.27145,1.26634,1.26849,97023
2014.09.30,0:00,1.26848,1.27022,1.25709,1.26304,118442
2014.10.01,0:00,1.26305,1.26395,1.25833,1.2622,121196
2014.10.02,0:00,1.26219,1.26986,1.26136,1.26687,148767
2014.10.03,0:00,1.26687,1.26745,1.25003,1.25163,109931
2014.10.06,0:00,1.25102,1.26744,1.25087,1.26547,103930
2014.10.07,0:00,1.26548,1.26818,1.25833,1.26686,151276
2014.10.08,0:00,1.26685,1.27486,1.26225,1.27334,154587
2014.10.09,0:00,1.27335,1.27912,1.26639,1.26906,165515
2014.10.10,0:00,1.26907,1.27156,1.26053,1.26277,126440
2014.10.13,0:00,1.26277,1.27609,1.26205,1.27509,117380
2014.10.14,0:00,1.27527,1.27681,1.26397,1.26578,135639
2014.10.15,0:00,1.26574,1.28865,1.26244,1.28372,206820
2014.10.16,0:00,1.28358,1.28447,1.27056,1.2809,202300
2014.10.17,0:00,1.28089,1.28366,1.27438,1.27588,124358
2014.10.20,0:00,1.27487,1.28166,1.27311,1.28,102213
2014.10.21,0:00,1.28001,1.284,1.27143,1.27153,119464
2014.10.22,0:00,1.27153,1.27396,1.2637,1.26481,109811
2014.10.23,0:00,1.26487,1.26765,1.26136,1.26461,105482
2014.10.24,0:00,1.26462,1.26954,1.26347,1.26698,96962
2014.10.27,0:00,1.26739,1.27232,1.26655,1.26976,91690
2014.10.28,0:00,1.26981,1.27646,1.26845,1.27329,97603
2014.10.29,0:00,1.27329,1.27703,1.26263,1.26366,100748
2014.10.30,0:00,1.26367,1.26393,1.25472,1.26125,131269
2014.10.31,0:00,1.26119,1.26164,1.24846,1.25293,95711
2014.11.03,0:00,1.25049,1.25139,1.24453,1.24819,140655
2014.11.04,0:00,1.24819,1.25772,1.24809,1.25462,126651
2014.11.05,0:00,1.25445,1.25669,1.24572,1.24852,152649
2014.11.06,0:00,1.24854,1.25331,1.23648,1.23743,179163
2014.11.07,0:00,1.23731,1.24693,1.23578,1.2454,170124
2014.11.10,0:00,1.24708,1.2509,1.24185,1.24203,121647
2014.11.11,0:00,1.24203,1.2499,1.23943,1.24746,131175
2014.11.12,0:00,1.24747,1.24977,1.24189,1.24379,163216
2014.11.13,0:00,1.24378,1.24914,1.24261,1.24761,122308
2014.11.14,0:00,1.24761,1.2546,1.23982,1.25225,151331
2014.11.17,0:00,1.2527,1.25771,1.24449,1.24491,120480
2014.11.18,0:00,1.2449,1.25449,1.24432,1.25357,248592
2014.11.19,0:00,1.25335,1.26002,1.25114,1.25532,313874
2014.11.20,0:00,1.25525,1.25751,1.25035,1.25382,344265
2014.11.21,0:00,1.2538,1.25681,1.23742,1.23902,353379
2014.11.24,0:00,1.23619,1.24444,1.23619,1.24419,118387
2014.11.25,0:00,1.24419,1.2487,1.2402,1.24739,130328
2014.11.26,0:00,1.24739,1.25315,1.24435,1.25051,121787
2014.11.27,0:00,1.25057,1.25234,1.24646,1.24664,76996
2014.11.28,0:00,1.24663,1.24901,1.24261,1.24493,108683
2014.12.01,0:00,1.24622,1.25065,1.24191,1.24682,142260
2014.12.02,0:00,1.24685,1.24759,1.23761,1.23815,265922
2014.12.03,0:00,1.23812,1.23903,1.23002,1.23101,310857
2014.12.04,0:00,1.23094,1.24562,1.22797,1.23778,338961
2014.12.05,0:00,1.23774,1.23928,1.22702,1.22805,303028
2014.12.08,0:00,1.22854,1.23435,1.22469,1.23169,129902
